31,17/09/20,21/09/20,Standard Class,TB-21520,OFF-EN-10001509,3,3
32,17/09/20,21/09/20,Standard Class,TB-21520,OFF-AR-10004042,52,86
33,17/09/20,21/09/20,Standard Class,TB-21520,OFF-BI-10001525,5,7
34,17/09/20,21/09/20,Standard Class,TB-21520,OFF-AR-10001683,8,16
35,19/10/22,23/10/22,Second Class,MA-17560,OFF-PA-10000249,18,29
36,08/12/21,10/12/21,First Class,GH-14485,TEC-PH-10004977,659,1098
37,08/12/21,10/12/21,First Class,GH-14485,FUR-FU-10003664,134,191
38,27/12/20,31/12/20,Standard Class,SN-20710,OFF-EN-10002986,57,113
39,27/12/20,31/12/20,Standard Class,SN-20710,FUR-BO-10002545,373,532
40,27/12/20,31/12/20,Standard Class,SN-20710,FUR-CH-10004218,191,212
41,27/12/20,31/12/20,Standard Class,SN-20710,TEC-PH-10000486,223,371
42,10/09/22,15/09/22,Standard Class,LC-16930,TEC-PH-10004093,103,147
43,17/07/21,22/07/21,Standard Class,RA-19885,OFF-ST-10003479,39,78
44,19/09/22,23/09/22,Standard Class,ES-14080,OFF-ST-10003282,76,96
45,11/03/21,13/03/21,First Class,ON-18715,TEC-AC-10000171,37,46
46,11/03/21,13/03/21,First Class,ON-18715,OFF-BI-10003291,10,17
47,20/10/19,25/10/19,Second Class,PO-18865,OFF-ST-10001713,191,212
48,20/06/21,25/06/21,Standard Class,LH-16900,TEC-AC-10002167,32,45
49,20/06/21,25/06/21,Standard Class,LH-16900,TEC-PH-10003988,20,22
50,18/04/20,22/04/20,Standard Class,DP-13000,OFF-BI-10004410,34,38
51,18/04/20,22/04/20,Standard Class,DP-13000,OFF-LA-10002762,60,75
52,18/04/20,22/04/20,Standard Class,DP-13000,FUR-FU-10001706,4,6
53,18/04/20,22/04/20,Standard Class,DP-13000,FUR-CH-10003061,54,90
54,11/12/21,17/12/21,Standard Class,JM-15265,OFF-FA-10000304,11,15
55,11/12/21,17/12/21,Standard Class,JM-15265,TEC-PH-10002447,824,1030
56,17/06/21,18/06/21,First Class,TB-21055,OFF-ST-10000604,167,209
57,17/06/21,18/06/21,First Class,TB-21055,OFF-PA-10001569,16,32
58,17/06/21,18/06/21,First Class,TB-21055,FUR-CH-10003968,160,319
59,17/06/21,18/06/21,First Class,TB-21055,OFF-PA-10000587,12,15
60,17/06/21,18/06/21,First Class,TB-21055,TEC-AC-10002167,18,30
61,17/06/21,18/06/21,First Class,TB-21055,OFF-BI-10001460,39,48
62,17/06/21,18/06/21,First Class,TB-21055,OFF-AR-10001868,1,2
63,24/11/20,30/11/20,Standard Class,KM-16720,TEC-AC-10004633,13,14
64,24/11/20,30/11/20,Standard Class,KM-16720,OFF-BI-10001078,13,26
65,24/11/20,30/11/20,Standard Class,KM-16720,OFF-PA-10003892,103,147
66,24/11/20,30/11/20,Standard Class,KM-16720,FUR-FU-10000397,64,80
67,30/04/20,05/05/20,Standard Class,PS-18970,FUR-CH-10001146,128,213
68,05/12/19,10/12/19,Standard Class,BS-11590,OFF-AR-10002671,779,1113
69,05/12/19,10/12/19,Standard Class,BS-11590,TEC-PH-10002726,101,168
70,04/06/21,06/06/21,First Class,KD-16270,OFF-PA-10000482,46,76
71,18/09/21,23/09/21,Standard Class,HM-14980,OFF-BI-10004654,4,5
72,14/09/22,17/09/22,Second Class,TB-21520,OFF-PA-10004675,15,19
73,26/04/20,02/05/20,Standard Class,JE-15745,FUR-CH-10000513,499,832
74,26/04/20,02/05/20,Standard Class,JE-15745,FUR-FU-10003708,78,97
75,26/04/20,02/05/20,Standard Class,JE-15745,OFF-ST-10004123,36,73
76,09/12/22,11/12/22,First Class,KB-16600,OFF-BI-10004182,1,1
77,09/12/22,11/12/22,First Class,KB-16600,FUR-FU-10000260,7,10
78,09/12/22,11/12/22,First Class,KB-16600,OFF-ST-10000615,19,27
79,26/11/19,01/12/19,Second Class,JE-15745,FUR-FU-10003194,12,19
80,12/06/21,15/06/21,First Class,SC-20770,OFF-AP-10002118,104,208
81,12/06/21,15/06/21,First Class,SC-20770,OFF-BI-10002309,12,17
82,12/10/19,16/10/19,Standard Class,DN-13690,OFF-AR-10002053,9,15
83,12/10/19,16/10/19,Standard Class,DN-13690,OFF-ST-10002370,13,21
84,03/09/20,08/09/20,Standard Class,JC-16105,OFF-EN-10000927,141,201
85,13/11/22,16/11/22,First Class,CS-12400,OFF-ST-10003656,207,230
86,28/05/22,30/05/22,Second Class,PO-18865,FUR-CH-10000863,181,302
87,26/10/22,02/11/22,Standard Class,PG-18895,TEC-AC-10001998,12,20
88,26/10/22,02/11/22,Standard Class,PG-18895,OFF-LA-10000134,3,6
89,05/04/21,10/04/21,Second Class,GM-14455,OFF-ST-10003442,95,158
90,17/09/21,22/09/21,Standard Class,JS-15685,OFF-AR-10004930,12,20
91,17/09/21,22/09/21,Standard Class,JS-15685,TEC-PH-10004093,37,74
92,17/09/21,22/09/21,Standard Class,JS-15685,OFF-PA-10000304,3,6
93,31/01/20,05/02/20,Second Class,KB-16315,OFF-PA-10003177,8,13
94,31/01/20,05/02/20,Second Class,KB-16315,FUR-FU-10003799,48,53
95,31/01/20,05/02/20,Second Class,KB-16315,OFF-BI-10002852,23,33
96,06/11/22,12/11/22,Standard Class,RB-19705,OFF-BI-10004738,4,6
97,09/11/22,11/11/22,Second Class,PN-18775,FUR-FU-10000629,48,97
98,17/06/22,20/06/22,First Class,,OFF-BI-10001721,46,51
99,06/09/21,11/09/21,Standard Class,ER-13855,OFF-AP-10000358,47,78
100,29/08/21,02/09/21,Standard Class,RB-19465,OFF-PA-10003256,32,65
101,29/08/21,02/09/21,Standard Class,RB-19465,TEC-AC-10001767,48,96
102,29/08/21,02/09/21,Standard Class,RB-19465,OFF-BI-10002609,2,2
103,01/12/21,04/12/21,Second Class,GZ-14470,OFF-PA-10004040,14,24
104,13/11/20,17/11/20,Standard Class,LC-16870,TEC-AC-10001552,191,239
105,13/11/20,17/11/20,Standard Class,LC-16870,FUR-FU-10004006,72,102
106,13/11/20,17/11/20,Standard Class,LC-16870,OFF-BI-10002794,18,37
107,23/11/22,28/11/22,Standard Class,JM-15250,TEC-AC-10003499,67,74
108,23/11/22,28/11/22,Standard Class,JM-15250,TEC-PH-10002844,14,28
109,23/11/22,28/11/22,Standard Class,JM-15250,OFF-AR-10000390,2,3
110,15/10/20,20/10/20,Standard Class,PA-19060,TEC-AC-10000844,272,340
111,25/12/22,30/12/22,Standard Class,CV-12805,FUR-FU-10001934,21,42
112,03/11/21,10/11/21,Standard Class,CL-12565,OFF-AR-10000380,61,76
113,03/11/21,10/11/21,Standard Class,CL-12565,OFF-BI-10003981,16,27
114,25/08/19,27/08/19,Second Class,RC-19960,OFF-FA-10000621,32,40
115,25/08/19,27/08/19,Second Class,RC-19960,OFF-EN-10002600,3,5
116,25/08/19,27/08/19,Second Class,RC-19960,OFF-PA-10004965,17,24
117,25/08/19,27/08/19,Second Class,RC-19960,OFF-EN-10002504,117,130
118,02/03/20,06/03/20,Standard Class,DK-13090,FUR-TA-10001768,551,788
119,05/04/20,10/04/20,Standard Class,GG-14650,OFF-BI-10003650,142,158
120,12/06/21,15/06/21,First Class,SC-20725,FUR-FU-10002157,42,47
121,12/06/21,15/06/21,First Class,SC-20725,OFF-BI-10003910,25,31
122,12/06/21,15/06/21,First Class,SC-20725,OFF-ST-10000777,136,227
123,12/06/21,15/06/21,First Class,SC-20725,OFF-EN-10002500,69,115
124,12/06/21,15/06/21,First Class,SC-20725,TEC-PH-10003875,34,68
125,26/12/19,28/12/19,Second Class,AD-10180,FUR-CH-10004063,360,601
126,20/09/19,25/09/19,Standard Class,PF-19165,FUR-TA-10004534,371,618
127,05/11/22,12/11/22,Standard Class,TS-21610,OFF-BI-10003274,2,2
128,05/11/22,12/11/22,Standard Class,TS-21610,OFF-ST-10002974,195,244
129,06/11/21,10/11/21,Second Class,LS-16975,FUR-CH-10001146,49,81
130,06/11/21,10/11/21,Second Class,LS-16975,FUR-FU-10003773,143,239
131,02/02/22,05/02/22,First Class,DW-13585,TEC-PH-10002293,30,60
132,02/02/22,05/02/22,First Class,DW-13585,OFF-PA-10002377,55,78
133,02/02/22,05/02/22,First Class,DW-13585,OFF-FA-10002780,13,21
134,13/10/21,19/10/21,Standard Class,LC-16885,OFF-PA-10001804,16,20
135,13/10/21,19/10/21,Standard Class,LC-16885,OFF-PA-10001736,32,35
136,13/10/21,19/10/21,Standard Class,LC-16885,OFF-AR-10001149,9,12
137,13/10/21,19/10/21,Standard Class,LC-16885,OFF-FA-10002988,4,4
138,13/10/21,19/10/21,Standard Class,LC-16885,OFF-BI-10004781,38,76
139,13/10/21,19/10/21,Standard Class,LC-16885,OFF-SU-10001218,46,66
140,13/10/21,19/10/21,Standard Class,LC-16885,FUR-FU-10001706,26,43
141,05/09/21,07/09/21,Second Class,JD-15895,FUR-FU-10004848,41,83
142,18/09/22,23/09/22,Standard Class,SH-19975,OFF-AR-10000940,4,9
143,18/09/22,23/09/22,Standard Class,SH-19975,OFF-EN-10004030,5,11
144,18/09/22,23/09/22,Standard Class,SH-19975,OFF-PA-10004327,101,144
145,22/12/22,27/12/22,Standard Class,SG-20080,OFF-AP-10001058,755,839
146,07/09/20,12/09/20,Standard Class,HA-14920,OFF-ST-10003656,605,672
147,22/10/19,28/10/19,Standard Class,MG-17680,FUR-FU-10000521,66,94
148,05/12/21,09/12/21,Standard Class,JE-16165,TEC-PH-10000215,346,384
149,05/12/21,09/12/21,Standard Class,JE-16165,TEC-PH-10001448,75,150
150,05/12/21,09/12/21,Standard Class,JE-16165,FUR-CH-10000454,1366,1952
151,05/12/21,09/12/21,Standard Class,JE-16165,OFF-BI-10002735,137,172
152,13/03/21,16/03/21,First Class,TW-21025,OFF-AP-10000326,95,158
153,13/03/21,16/03/21,First Class,TW-21025,TEC-PH-10001254,163,203
154,31/05/20,02/06/20,First Class,SP-20650,OFF-PA-10001950,47,58
155,31/05/20,02/06/20,First Class,SP-20650,OFF-PA-10002254,84,106
156,31/05/20,02/06/20,First Class,SP-20650,OFF-ST-10001590,57,81
157,28/05/20,03/06/20,Standard Class,NK-18490,OFF-AR-10001547,5,7
158,01/03/19,06/03/19,Second Class,DB-13060,FUR-CH-10004063,412,458
159,20/11/21,24/11/21,Standard Class,NP-18670,OFF-LA-10002475,10,15
160,20/11/21,24/11/21,Standard Class,NP-18670,TEC-PH-10004536,472,945
161,11/05/21,12/05/21,First Class,TT-21070,OFF-PA-10002751,3,6
162,28/12/20,31/12/20,Second Class,EM-13960,TEC-AC-10003657,33,54
163,16/11/21,20/11/21,Standard Class,RD-19900,OFF-EN-10001990,17,28
164,07/11/21,11/11/21,Standard Class,MJ-17740,OFF-BI-10004002,22,28
165,08/09/19,12/09/19,Standard Class,BM-11140,OFF-AR-10004441,7,10
166,08/09/19,12/09/19,Standard Class,BM-11140,TEC-MA-10000822,4896,8160
167,08/09/19,12/09/19,Standard Class,BM-11140,OFF-ST-10000991,193,276
168,08/09/19,12/09/19,Standard Class,BM-11140,FUR-CH-10004287,1044,1740
169,08/09/19,12/09/19,Standard Class,BM-11140,OFF-AR-10002656,19,32
170,08/09/19,12/09/19,Standard Class,BM-11140,OFF-AP-10002518,142,178
171,08/09/19,12/09/19,Standard Class,BM-11140,TEC-PH-10003931,86,144
172,05/08/19,09/08/19,Standard Class,CS-12130,OFF-PA-10000659,15,21
173,05/08/19,09/08/19,Standard Class,CS-12130,OFF-PA-10001144,55,111
174,05/08/19,09/08/19,Standard Class,CS-12130,FUR-CH-10003817,272,340
175,14/09/19,19/09/19,Standard Class,JB-15400,OFF-AP-10000891,37,52
176,14/09/19,19/09/19,Standard Class,JB-15400,OFF-LA-10003148,12,20
177,21/04/22,25/04/22,Second Class,SJ-20500,OFF-AP-10002684,88,97
178,21/11/20,23/11/20,Second Class,JE-15745,FUR-CH-10004698,238,397
179,21/11/20,23/11/20,Second Class,JE-15745,OFF-SU-10002189,8,16
180,15/12/20,19/12/20,Standard Class,JK-15640,OFF-AR-10001940,3,3
181,05/12/19,09/12/19,Second Class,DK-13150,OFF-ST-10003455,17,25
182,05/12/19,09/12/19,Second Class,DK-13150,TEC-AC-10004659,0,
183,19/11/19,24/11/19,Second Class,RM-19675,TEC-PH-10003273,302,504
184,19/11/19,24/11/19,Second Class,RM-19675,TEC-PH-10004896,120,150
185,19/11/19,24/11/19,Second Class,RM-19675,TEC-AC-10002345,17,29
186,28/11/21,02/12/21,Standard Class,SK-19990,OFF-BI-10001890,4,7
187,26/08/19,30/08/19,Standard Class,FM-14290,TEC-AC-10002323,88,177
188,16/07/21,22/07/21,Standard Class,AM-10360,OFF-ST-10001328,26,37
189,16/07/21,22/07/21,Standard Class,AM-10360,OFF-PA-10001950,12,20
190,12/10/20,14/10/20,First Class,MP-17470,FUR-BO-10002613,450,899
191,12/10/20,14/10/20,First Class,MP-17470,TEC-PH-10001552,65,72
192,12/10/20,14/10/20,First Class,MP-17470,OFF-PA-10000061,31,52
193,12/10/20,14/10/20,First Class,MP-17470,FUR-BO-10002545,313,626
194,12/10/20,14/10/20,First Class,MP-17470,OFF-AR-10003514,16,20
195,31/10/20,06/11/20,Standard Class,MZ-17515,OFF-EN-10001509,13,14
196,21/03/19,25/03/19,Standard Class,CB-12025,OFF-AR-10004685,6,7
197,21/03/19,25/03/19,Standard Class,CB-12025,OFF-AR-10004027,5,6
198,06/11/22,13/11/22,Standard Class,VM-21685,OFF-ST-10001414,23,46
199,06/07/22,13/07/22,Standard Class,FH-14365,OFF-BI-10000343,2,3
200,06/07/22,13/07/22,Standard Class,FH-14365,OFF-PA-10002749,10,16
201,24/06/22,29/06/22,Standard Class,MB-17305,OFF-PA-10002666,17,22
202,03/08/19,05/08/19,First Class,BS-11755,FUR-TA-10004289,197,219
203,03/08/19,05/08/19,First Class,BS-11755,OFF-AP-10003622,2,3
204,17/12/22,21/12/22,Second Class,LC-17140,OFF-AP-10003217,40,66
205,03/06/22,07/06/22,Standard Class,HK-14890,FUR-FU-10002960,18,35
206,09/12/22,14/12/22,Standard Class,LE-16810,TEC-PH-10001918,356,445
207,01/12/22,07/12/22,Standard Class,JH-15985,OFF-ST-10000642,67,84
208,01/12/22,07/12/22,Standard Class,JH-15985,TEC-PH-10001700,79,132
209,01/12/22,07/12/22,Standard Class,JH-15985,OFF-BI-10003274,10,16
210,01/12/22,07/12/22,Standard Class,JH-15985,OFF-FA-10000134,37,52
211,01/12/22,07/12/22,Standard Class,JH-15985,OFF-ST-10001522,64,92
212,09/02/20,13/02/20,Second Class,MS-17980,TEC-AC-10001266,17,21
213,02/01/20,09/01/20,Standard Class,VW-21775,OFF-LA-10004544,21,24
214,02/01/20,09/01/20,Standard Class,VW-21775,FUR-BO-10004695,407,452
215,02/01/20,09/01/20,Standard Class,VW-21775,TEC-PH-10002844,44,63
216,02/01/20,09/01/20,Standard Class,VW-21775,TEC-MA-10000864,832,1188
217,02/01/20,09/01/20,Standard Class,VW-21775,TEC-AC-10000109,54,90
218,28/10/21,01/11/21,Standard Class,JH-15910,OFF-ST-10001328,84,93
219,28/10/21,01/11/21,Standard Class,JH-15910,TEC-PH-10002563,181,302
220,24/12/20,27/12/20,First Class,JB-15925,OFF-FA-10000585,4,6
221,24/12/20,27/12/20,First Class,JB-15925,OFF-PA-10004000,11,23
222,24/12/20,27/12/20,First Class,JB-15925,OFF-BI-10002852,18,20
223,24/12/20,27/12/20,First Class,JB-15925,FUR-FU-10000087,58,73
224,24/12/20,27/12/20,First Class,JB-15925,TEC-MA-10001148,288,480
225,24/12/20,27/12/20,First Class,JB-15925,OFF-AR-10001958,22,27
226,09/08/20,16/08/20,Standard Class,DS-13180,OFF-AR-10001026,2,2
227,09/08/20,16/08/20,Standard Class,DS-13180,FUR-TA-10003748,498,622
228,09/08/20,16/08/20,Standard Class,DS-13180,OFF-ST-10002485,15,22
229,28/02/20,04/03/20,Standard Class,VD-21670,FUR-CH-10004860,129,162
230,28/02/20,04/03/20,Standard Class,VD-21670,FUR-CH-10004477,351,390
231,13/09/19,17/09/19,Standard Class,EA-14035,OFF-BI-10001679,17,19
232,07/04/22,12/04/22,Standard Class,CS-12400,FUR-TA-10001705,210,234
233,07/04/22,12/04/22,Standard Class,CS-12400,FUR-TA-10003473,310,621
234,07/04/22,12/04/22,Standard Class,CS-12400,OFF-BI-10001679,5,5
235,07/04/22,12/04/22,Standard Class,CS-12400,FUR-FU-10004017,232,258
236,07/04/22,12/04/22,Standard Class,CS-12400,TEC-AC-10003832,309,618
237,12/11/22,16/11/22,Standard Class,DB-13120,OFF-PA-10002479,5,11
238,04/06/21,09/06/21,Second Class,KL-16645,OFF-PA-10003349,18,26
239,04/06/21,09/06/21,Second Class,KL-16645,FUR-FU-10000576,252,420
240,04/06/21,09/06/21,Second Class,KL-16645,FUR-FU-10004351,6,12
241,04/06/21,09/06/21,Second Class,KL-16645,TEC-PH-10000011,19,32
242,04/06/21,09/06/21,Second Class,KL-16645,FUR-TA-10002607,160,177
243,04/06/21,09/06/21,Second Class,KL-16645,FUR-FU-10002505,3,4
244,04/06/21,09/06/21,Second Class,KL-16645,OFF-AR-10004685,6,7
245,01/06/19,06/06/19,Second Class,DW-13480,FUR-CH-10004063,1601,2002
246,01/06/19,06/06/19,Second Class,DW-13480,OFF-ST-10002276,100,167
247,01/06/19,06/06/19,Second Class,DW-13480,OFF-PA-10004082,43,48
248,01/06/19,06/06/19,Second Class,DW-13480,OFF-AP-10002945,1052,1503
249,01/06/19,06/06/19,Second Class,DW-13480,OFF-PA-10000061,21,26
250,10/12/21,15/12/21,Second Class,LH-17155,FUR-CH-10002965,193,322
251,11/09/21,17/09/21,Standard Class,KC-16540,OFF-PA-10004569,5,8
252,11/09/21,17/09/21,Standard Class,KC-16540,TEC-AC-10003832,2343,3347
253,10/12/21,13/12/21,First Class,DL-13315,OFF-ST-10001228,40,81
254,10/12/21,13/12/21,First Class,DL-13315,OFF-EN-10003296,217,362
255,28/11/20,04/12/20,Standard Class,DR-12880,FUR-FU-10002505,11,12
256,28/11/20,04/12/20,Standard Class,DR-12880,OFF-ST-10004804,41,82
257,28/11/20,04/12/20,Standard Class,DR-12880,OFF-ST-10001590,32,54
258,28/11/20,04/12/20,Standard Class,DR-12880,TEC-PH-10001580,389,648
259,01/12/22,03/12/22,Second Class,CC-12670,TEC-AC-10000290,16,20
260,01/12/22,03/12/22,Second Class,CC-12670,OFF-ST-10002790,177,222
261,01/12/22,03/12/22,Second Class,CC-12670,OFF-BI-10003460,12,18
262,08/06/22,12/06/22,Standard Class,Dl-13600,OFF-AP-10002203,1,2
263,19/09/19,21/09/19,Second Class,SB-20290,TEC-MA-10000822,1836,3060
264,19/09/19,21/09/19,Second Class,SB-20290,TEC-MA-10003353,1260,2520
265,06/06/21,13/06/21,Standard Class,RC-19825,TEC-PH-10001433,263,328
266,10/11/20,15/11/20,Standard Class,AH-10210,TEC-AC-10004469,56,80
267,16/06/22,20/06/22,Standard Class,CB-12535,OFF-AR-10003602,11,14
268,22/01/21,28/01/21,Standard Class,PG-18895,OFF-FA-10003472,5,8
269,09/12/22,13/12/22,Standard Class,CA-12310,OFF-ST-10004180,19,37
270,09/12/22,13/12/22,Standard Class,CA-12310,OFF-EN-10004386,29,58
271,28/12/22,02/01/23,Second Class,KH-16690,OFF-ST-10003208,363,726
272,30/07/20,31/07/20,First Class,HA-14920,TEC-AC-10003628,168,210
273,30/07/20,31/07/20,First Class,HA-14920,FUR-FU-10003274,4,5
274,30/07/20,31/07/20,First Class,HA-14920,OFF-BI-10002557,5,11
275,16/09/22,17/09/22,First Class,BB-10990,OFF-PA-10002615,4,9
276,16/09/22,17/09/22,First Class,BB-10990,OFF-AR-10001427,4,6
277,13/10/22,17/10/22,Standard Class,AG-10495,OFF-PA-10000673,8,12
278,13/10/22,17/10/22,Standard Class,AG-10495,OFF-PA-10004470,16,18
279,13/10/22,17/10/22,Standard Class,AG-10495,OFF-ST-10000876,42,60
280,13/10/22,17/10/22,Standard Class,AG-10495,OFF-LA-10002043,15,25
281,26/09/20,28/09/20,Second Class,SC-20725,OFF-BI-10004967,1,2
282,26/09/20,28/09/20,Second Class,SC-20725,TEC-PH-10001760,1003,1114
283,02/11/20,06/11/20,Standard Class,JO-15280,FUR-TA-10002903,935,1039
284,26/09/20,02/10/20,Standard Class,TB-21520,OFF-PA-10000474,99,142
285,26/09/20,02/10/20,Standard Class,TB-21520,TEC-AC-10001956,120,240
286,26/09/20,02/10/20,Standard Class,TB-21520,OFF-PA-10004100,16,31
287,18/12/21,20/12/21,Second Class,AH-10195,OFF-BI-10000778,203,254
288,18/12/21,20/12/21,Second Class,AH-10195,OFF-AP-10002684,156,195
289,18/12/21,20/12/21,Second Class,AH-10195,OFF-SU-10000646,769,961
290,20/11/21,24/11/21,Second Class,NZ-18565,OFF-FA-10002983,15,19
291,20/11/21,24/11/21,Second Class,NZ-18565,OFF-LA-10004689,17,19
292,20/11/21,24/11/21,Second Class,NZ-18565,TEC-AC-10002001,205,256
293,20/11/21,24/11/21,Second Class,NZ-18565,FUR-BO-10004709,78,87
294,26/12/19,28/12/19,First Class,KL-16555,FUR-FU-10004091,210,300
295,26/12/19,28/12/19,First Class,KL-16555,FUR-CH-10001891,207,230
296,26/12/19,28/12/19,First Class,KL-16555,FUR-FU-10002918,109,218
297,26/12/19,28/12/19,First Class,KL-16555,OFF-BI-10004593,55,79
298,26/12/19,28/12/19,First Class,KL-16555,OFF-FA-10004854,25,28
299,28/10/21,03/11/21,Standard Class,JD-15895,OFF-PA-10002105,23,32
300,28/10/21,03/11/21,Standard Class,JD-15895,OFF-ST-10002756,758,1082
301,28/10/21,03/11/21,Standard Class,JD-15895,OFF-PA-10004243,51,57
302,28/10/21,03/11/21,Standard Class,JD-15895,FUR-FU-10001861,47,78
303,28/10/21,03/11/21,Standard Class,JD-15895,OFF-BI-10002706,10,14
304,19/11/22,23/11/22,Standard Class,JH-15910,FUR-TA-10002533,131,219
305,04/05/20,09/05/20,Second Class,AS-10225,FUR-FU-10002671,13,27
306,30/12/19,04/01/20,Standard Class,KB-16600,OFF-AR-10003651,5,10
307,01/06/19,06/06/19,Standard Class,CR-12625,OFF-BI-10001072,41,45
308,01/06/19,06/06/19,Standard Class,CR-12625,OFF-AR-10002135,260,289
309,15/04/22,17/04/22,First Class,SH-20395,OFF-AR-10002804,4,5
310,12/09/21,14/09/21,Second Class,BP-11185,FUR-FU-10001918,9,15
311,12/09/21,14/09/21,Second Class,BP-11185,FUR-CH-10004086,327,467
312,12/09/21,14/09/21,Second Class,BP-11185,FUR-FU-10001756,14,15
313,12/09/21,14/09/21,Second Class,BP-11185,OFF-LA-10000634,3,6
314,27/09/19,03/10/19,Standard Class,TS-21205,FUR-FU-10001588,70,88
315,09/08/19,16/08/19,Standard Class,AG-10525,TEC-PH-10002398,161,178
316,09/08/19,16/08/19,Standard Class,AG-10525,OFF-PA-10001937,12,16
317,28/12/19,30/12/19,First Class,SP-20860,OFF-AR-10003373,79,99
318,04/11/19,09/11/19,Standard Class,NM-18445,FUR-CH-10002602,95,136
319,04/11/19,09/11/19,Standard Class,NM-18445,TEC-MA-10002927,2395,3992
320,04/11/19,09/11/19,Standard Class,NM-18445,TEC-PH-10004093,248,276
321,04/11/19,09/11/19,Standard Class,NM-18445,TEC-AC-10000892,288,360
322,04/11/19,09/11/19,Standard Class,NM-18445,OFF-ST-10002974,31,44
323,19/09/19,24/09/19,Standard Class,FA-14230,OFF-FA-10000624,6,7
324,23/04/21,27/04/21,Standard Class,GK-14620,OFF-BI-10004593,176,252
325,23/04/21,27/04/21,Standard Class,GK-14620,TEC-AC-10001908,60,100
326,03/11/22,05/11/22,Second Class,DJ-13510,FUR-FU-10001967,8,16
327,30/08/21,01/09/21,First Class,,TEC-PH-10003645,233,291
328,30/08/21,01/09/21,First Class,PO-18850,OFF-ST-10000675,38,54
329,30/08/21,01/09/21,First Class,PO-18850,FUR-CH-10003312,393,787
330,30/08/21,01/09/21,First Class,PO-18850,OFF-LA-10001074,90,100
331,30/08/21,01/09/21,First Class,PO-18850,OFF-BI-10001524,19,38
332,25/04/21,29/04/21,Second Class,JL-15850,TEC-PH-10004614,50,83
333,25/04/21,29/04/21,Second Class,JL-15850,OFF-BI-10001153,19,21
334,25/04/21,29/04/21,Second Class,JL-15850,OFF-BI-10001982,3,5
335,01/09/20,04/09/20,Second Class,DB-13615,OFF-BI-10001922,3,5
336,01/09/20,04/09/20,Second Class,DB-13615,TEC-CO-10001449,864,960
337,01/09/20,04/09/20,Second Class,DB-13615,OFF-BI-10004140,9,14
338,12/07/19,17/07/19,Standard Class,AC-10420,OFF-BI-10003314,5,8
339,12/07/19,17/07/19,Standard Class,AC-10420,FUR-TA-10004575,489,698
340,22/06/20,26/06/20,Second Class,KL-16645,OFF-FA-10000490,4,5
341,13/04/19,17/04/19,Second Class,JD-15895,OFF-AR-10000122,13,18
342,13/04/19,17/04/19,Second Class,JD-15895,OFF-BI-10003656,408,510
343,13/04/19,17/04/19,Second Class,JD-15895,OFF-FA-10002780,25,31
344,13/04/19,17/04/19,Second Class,JD-15895,TEC-PH-10000702,65,72
345,20/12/20,24/12/20,Standard Class,CS-12130,OFF-ST-10000107,80,89
